"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006338","BP","GO:0006338","chromatin remodeling",142,0.233467835256919,1.93704680759335,0.000429898184122224,0.0332365500003447,0.0313798129445497,1751,"tags=80%, list=57%, signal=36%","EEF1AKMT2/HPF1/PRKAA1/ZMPSTE24/BRCA2/PRKAA2/MYSM1/BRCC3/RNF2/GLMN/RIF1/SMARCE1/CDK1/PIK3CA/YEATS4/ING3/VCPKMT/PCGF5/HAT1/UCHL5/MIER1/TDG/CHD1/DEK/USP15/EED/SMARCAD1/CHD9/SMCHD1/ARID4A/CGGBP1/HMGB1/SIRT1/DDX21/HELLS/ASF1A/ATRX/IFI16/CENPI/HDGFL3/SKP1/SUV39H2/INO80D/JMJD1C/NIPBL/ERCC6L/SUZ12/CHEK1/RB1/MBD2/VRK1/NPM1/SHPRH/CBX3/HDAC2/BAZ1A/DCAF13/REST/PHF10/SMARCA5/MAP3K7/ACTL6A/UTY/EZH2/RIOX2/BUB1/ATF2/PPHLN1/MTF2/YTHDC1/TET1/SPTY2D1/UBR2/BRD7/RLIM/TPR/NAP1L1/NAA50/RBBP4/UBE2A/TOP1/SETD2/BTAF1/BRCA1/PBRM1/TTF2/OGT/NASP/ASH1L/SLFN11/TRIP12/DNAJC9/USP7/BPTF/RBM14/MYC/FBL/HDAC6/UHRF1/SETD1B/KMT2B/CARM1/KDM5C/HMGA1/BCL7A/SETD1A/CABIN1/MCM2/DOT1L/PHF19/TRIM28/HCFC1/KAT2A"
"GO:0005215","MF","GO:0005215","transporter activity",153,-0.261534648995497,-1.9345838590164,0.000440923614930864,0.0332365500003447,0.0313798129445497,952,"tags=47%, list=31%, signal=34%","ATP2A3/SLC1A4/CYB561A3/SLC19A1/TOMM40/SLC39A3/NDUFV1/PIEZO1/TPCN1/SLC41A3/KCNAB2/PEX6/KCNQ3/ABCG1/UQCRC1/KCNA3/TIMM8B/MFSD12/TPCN2/ATG9A/SLCO4A1/SPNS3/PKD1/NDUFS8/SLC23A1/CACNA1H/ANO9/ABCA7/GRAMD1A/SLC12A4/SPNS2/SLC25A1/SLC9A3/COX5B/SLC25A45/SLC25A6/GSDMD/LRRC8A/NDUFB7/ATP8B3/NDUFA3/TTYH3/SLC16A13/SLC2A6/TMC6/MFSD10/NDUFS7/ORAI1/KCNH2/SLC2A1/ATP5F1D/ATP13A2/CPLX1/SLC27A5/SLC22A18/KCNJ11/MFSD3/TMEM120A/ANO8/SLC22A17/SLC29A4/GRID1/CACNA1I/ABCA2/SLC27A1/HCN2/SLC35E4/SLC6A8/KCNJ4/ABCA3/SLC16A3/TRPM5"
"GO:0060343","BP","GO:0060343","trabecula formation",3,-0.945902170391966,-1.91790987368334,0.000442781131683179,0.0332365500003447,0.0313798129445497,171,"tags=100%, list=6%, signal=95%","NKX2-5/WNT10B"
"GO:0007389","BP","GO:0007389","pattern specification process",54,-0.38400998591226,-2.17094907452847,0.000456847726824294,0.0339352202081671,0.0320394524207038,692,"tags=46%, list=22%, signal=37%","DVL1/SMARCD3/ZBTB16/IFT140/RFNG/MFNG/NKX2-1/FKBP8/LRP5/VANGL2/NOTCH1/FZD5/MESP1/FOXD1/MDFI/PITX2/HES6/HOXB9/OVOL2/FOXB1/BHLHE40/NKX2-5/ADGRG1/WNT8B/STC1"
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport",95,0.263919154865119,1.99144057473175,0.000481993740255985,0.0350724220588309,0.0331131252704326,1665,"tags=80%, list=54%, signal=38%","KPNA5/CDK1/UFM1/PKIA/WASHC4/RIOK2/TNPO1/ECT2/NXT2/STK3/ABCE1/CTDSPL2/THOC1/EIF4E/FYTTD1/SUMO1/NDC1/NCBP2/UPF2/MDM2/SSB/NUP58/IPO7/NMD3/XPO4/STYX/NEDD4/RBM4/THOC2/XPOT/KPNA3/THOC7/FBXO22/DHX9/PPP1CC/SDAD1/NEMF/BARD1/NUP54/UHMK1/NPM1/APPL1/XPO1/TARDBP/KPNA1/STK4/CSE1L/HSP90AA1/RANBP2/KPNA4/SRSF3/NCBP1/ATF2/AHCTF1/HNRNPA2B1/PPM1A/YTHDC1/NF1/PIK3R1/PPP1R12A/MED1/PTPN11/TPR/CPSF6/SETD2/NUP107/KPNA2/KPNB1/DDX39B/NUP43/HSPA9/ALKBH5/PHB2/ALYREF/NUP210/UPF1"
"GO:0051169","BP","GO:0051169","nuclear transport",95,0.263919154865119,1.99144057473175,0.000481993740255985,0.0350724220588309,0.0331131252704326,1665,"tags=80%, list=54%, signal=38%","KPNA5/CDK1/UFM1/PKIA/WASHC4/RIOK2/TNPO1/ECT2/NXT2/STK3/ABCE1/CTDSPL2/THOC1/EIF4E/FYTTD1/SUMO1/NDC1/NCBP2/UPF2/MDM2/SSB/NUP58/IPO7/NMD3/XPO4/STYX/NEDD4/RBM4/THOC2/XPOT/KPNA3/THOC7/FBXO22/DHX9/PPP1CC/SDAD1/NEMF/BARD1/NUP54/UHMK1/NPM1/APPL1/XPO1/TARDBP/KPNA1/STK4/CSE1L/HSP90AA1/RANBP2/KPNA4/SRSF3/NCBP1/ATF2/AHCTF1/HNRNPA2B1/PPM1A/YTHDC1/NF1/PIK3R1/PPP1R12A/MED1/PTPN11/TPR/CPSF6/SETD2/NUP107/KPNA2/KPNB1/DDX39B/NUP43/HSPA9/ALKBH5/PHB2/ALYREF/NUP210/UPF1"
"GO:0008380","BP","GO:0008380","RNA splicing",132,0.234595547431392,1.9235308827509,0.000497174336537577,0.0358116181196915,0.0338110266506575,1329,"tags=59%, list=43%, signal=35%","PPIL3/ZNF326/CWC22/PPP4R2/LARP7/PPIG/METTL4/FAM98B/PTBP3/MPHOSPH10/SREK1/PLRG1/LSM5/SNRPB2/SYNCRIP/HNRNPH2/RBM25/THOC1/FRA10AC1/CLK4/PRPF40A/RBMXL1/CDC40/SCAF11/DDX20/ZRANB2/CDC5L/SNRNP48/PPWD1/TIA1/SREK1IP1/PTBP2/NCBP2/AQR/SRSF10/RBM3/PAXBP1/LSM8/SRSF11/RBM4/GCFC2/THOC2/PRPF4B/HNRNPA3/PNN/SETX/HNRNPH1/PPP2CA/THOC7/QKI/TGS1/DHX9/PRPF38B/LUC7L3/ZC3H13/NPM1/TARDBP/MTREX/METTL14/SUPT20H/DDX1/PRPF38A/MBNL3/REST/CCNL1/SNRPD1/TRA2B/TSEN15/ZCCHC8/HNRNPR/SRSF3/NCBP1/HNRNPH3/RBMX/HNRNPA2B1/YTHDC1/PIK3R1/SLU7"
"GO:0009653","BP","GO:0009653","anatomical structure morphogenesis",408,-0.205256051943914,-1.74704112851533,0.000504662673232977,0.0359874952282436,0.0339770785052434,693,"tags=30%, list=22%, signal=27%","PLXND1/DVL1/SMARCD3/DAPK3/ATG9A/ZBTB16/NRN1/TLE1/IFT140/NFATC1/PKD1/NOTCH3/MAPK3/CACNA1H/TSC22D4/AHDC1/TNFAIP2/PLXNB1/VAT1/SBNO2/SCRIB/RFNG/KDM6B/MFNG/ZBTB17/LLGL1/OBSCN/SIX6/MAPK7/RNH1/ARHGAP4/NKX2-1/PLEC/SLIT1/HYAL2/C12orf57/ADGRA2/SP9/PTPRS/B4GAT1/LZTS3/JUNB/LRP5/ARMC5/HS6ST1/HDAC5/UNC93B1/SIPA1/VANGL2/NOTCH1/RTN4R/CDH24/ARAP1/SHANK3/SSNA1/TLX2/JMJD8/PLCD3/BRSK2/CD151/FZD5/ROGDI/AMH/NFATC4/LRP1/NECTIN1/MDK/BNIP3/ZFPM1/VPS51/MAP1S/PINK1/DYRK1B/CORO1B/MNX1/MESP1/NOS3/SPHK1/CEBPB/FZD2/RIPK4/GAMT/RPL13A/RILPL1/PHLDA3/FOXD1/MDFI/JAM3/KLF2/RGMA/PITX2/NUMBL/CAMSAP3/PPP1R35/SHB/FES/HOXB9/OVOL2/FOXB1/CST3/ITGB4/TLE2/PIK3R6/NKX2-5/FGFR3/WNT10B/SMPD3/NSMF/METRN/RASAL1/FGD5/ABCA2/MIEF2/PLXNB3/HSPG2/SFRP5/ADGRG1/ADM/WNT8B/STC1/SEMA3B/SDK2/NECTIN2"
"GO:0000375","BP","GO:0000375","RNA splicing, via transesterification reactions",85,0.283092206951211,2.09080115473948,0.000511899485013458,0.0361421309666432,0.0341230756242426,1667,"tags=81%, list=54%, signal=38%","PPIL3/CWC22/LARP7/MPHOSPH10/PLRG1/LSM5/SNRPB2/SYNCRIP/RBM25/FRA10AC1/PRPF40A/RBMXL1/CDC40/SCAF11/DDX20/CDC5L/PPWD1/TIA1/PTBP2/NCBP2/AQR/SRSF10/RBM3/PAXBP1/LSM8/RBM4/GCFC2/PRPF4B/HNRNPA3/PNN/SETX/HNRNPH1/QKI/TGS1/DHX9/LUC7L3/NPM1/MTREX/METTL14/DDX1/PRPF38A/REST/SNRPD1/TRA2B/ZCCHC8/HNRNPR/SRSF3/NCBP1/HNRNPH3/RBMX/HNRNPA2B1/YTHDC1/SLU7/DDX46/TRA2A/SRPK1/PRPF3/DHX15/RBM17/RBM39/DDX39B/CLNS1A/WTAP/SF3A2/PTBP1/RNPS1/RBM14/ALYREF/CIRBP"
"GO:0015276","MF","GO:0015276","ligand-gated monoatomic ion channel activity",11,-0.658131094175335,-2.159064661775,0.000546893861040075,0.037499039644969,0.0354041815304891,365,"tags=55%, list=12%, signal=48%","KCNH2/KCNJ11/GRID1/HCN2/KCNJ4/TRPM5"
"GO:0000776","CC","GO:0000776","kinetochore",57,0.326411125923743,2.09796483352884,0.000546127404097847,0.037499039644969,0.0354041815304891,1561,"tags=79%, list=51%, signal=40%","GPATCH11/CENPE/MTBP/KIF18A/SMARCE1/TTK/SGO2/KNL1/NUF2/MIS12/SKA1/CENPC/CHMP2B/NDC80/ORC2/SUGT1/PHF6/CENPI/ZW10/ERCC6L/CENPF/CHAMP1/BUB1B/SKA2/CENPU/PPP1CC/ZWILCH/SGO1/SKA3/XPO1/ZNF207/PHF10/CLASP2/ACTL6A/BUB1/AHCTF1/PPP1R12A/DYNC1LI2/BRD7/TPR/CBX5/NUP107/PBRM1/NUP43/KNTC1"
"GO:0016604","CC","GO:0016604","nuclear body",241,0.188361877352217,1.76366255870675,0.000537033549163519,0.037499039644969,0.0354041815304891,1692,"tags=73%, list=55%, signal=36%","PRKAA1/RBM27/MOCS2/PRKAA2/CASP8AP2/DBF4/POLE2/RNF2/CWC22/NBN/CARMIL1/PPIG/BCLAF1/AK6/CSNK2B/DENND1B/SREK1/GPATCH2/PLRG1/ECT2/SGO2/ICE2/CBLL1/KNL1/SNRPB2/CENPC/NT5C3A/TDG/NOC3L/USP15/SP3/RBM25/THOC1/SMC5/EIF4E/PRPF40A/NR2C1/RFXAP/ABRAXAS1/CDC40/SCAF11/DHX36/FYTTD1/DDX20/CDC5L/PPWD1/FANCL/SMURF2/ZC3H8/SUMO1/FAM76B/MRE11/FBXL3/PKN2/SIRT1/TOPORS/NUFIP2/POLK/POLR3G/ATRX/CNOT7/IFI16/CENPI/MDM2/NPAT/ERBIN/EIF3E/SRSF10/STAG1/SMC6/API5/SRSF11/RBM4/SUZ12/SMC4/THOC2/PRPF4B/CHAMP1/NAA15/TOPBP1/PNN/SETX/RMI1/INTS13/PIAS1/THOC7/TDP2/BMP2K/TGS1/PPP4R3B/DHX9/RB1/ZNF451/PPP1CC/PCNP/PPP4R3A/SLF2/PNISR/BARD1/LUC7L3/ORC3/ZMYM2/UHMK1/ZC3H13/BLM/NPM1/XPO1/SLTM/TARDBP/ATR/WRN/MTREX/TPP2/STK4/NUDT21/NAMPT/MORC3/DDX1/STK17A/EXO1/PSME4/CCNL1/ZCCHC8/NOP58/POMP/RNF6/SRSF3/AHCTF1/HNRNPA2B1/YTHDC1/SLU7/ASCC3/SRP54/DDX46/SENP2/PIAS2/CPSF6/SRPK1/YME1L1/CBX5/PRPF3/BRCA1/GNL3/PTEN/DHX15/RAD18/EPB41/PIP5K1A/RBM39/HECTD1/PSPC1/DDX39B/NUP43/WTAP/KIF2A/TRIP12/USP7/ARIH1/SF3A2/RNPS1/CCNL2/RBM14/INCENP/CBX6/ALKBH5/FBL/ALYREF/TRIM41/SETD1B/CXXC1/TKT/IGHMBP2/AKAP8L/NPHP4/SETD1A/SYMPK"
"GO:0090734","CC","GO:0090734","site of DNA damage",37,0.400918008549379,2.26907717192746,0.000555744434497938,0.0375407422672438,0.0354435544643906,1115,"tags=68%, list=36%, signal=44%","HPF1/NABP1/NBN/RIF1/AUNIP/RNF138/MBTD1/SLF1/SMC5/MMS22L/SMARCAD1/SMCHD1/MRE11/ASF1A/ESCO2/POLK/UFL1/ACTR2/SMC6/ZGRF1/WDR76/CUL5/SLF2/XRCC5/CBX3"
"GO:0008094","MF","GO:0008094","ATP-dependent activity, acting on DNA",48,0.361614477893299,2.20770886696688,0.000558030946617282,0.0375407422672438,0.0354435544643906,1800,"tags=94%, list=58%, signal=40%","ATAD5/DNA2/PMS1/FANCM/RECQL/BRIP1/CHD1/RAD17/SMARCAD1/DHX36/CHD9/MRE11/HELLS/ATRX/TOP2A/DSCC1/ERCC6L/G3BP1/SETX/RFC1/DHX9/XRCC5/BLM/SHPRH/WRN/DDX1/RFC3/SMARCA5/WAPL/MCM8/ASCC3/TOP2B/DDX3X/RBBP4/MLH1/BTAF1/TTF2/BPTF/MYO18A/UPF1/DHX30/IGHMBP2/MCM2/RUVBL2/SMARCA4"
"GO:0090068","BP","GO:0090068","positive regulation of cell cycle process",77,0.291085019289151,2.07669563647043,0.000586470084702662,0.0383680566423366,0.036224651489698,1418,"tags=71%, list=46%, signal=40%","GEN1/DBF4/KIF20B/STXBP4/MTBP/ATAD5/CDK1/SASS6/PLRG1/UBE2B/DLGAP5/ECT2/CDC73/PHIP/SLF1/THOC1/SMC5/NDC80/RRM2B/RRM2/SMC2/RAD51AP1/KIF14/PKN2/ATRX/MDM2/UBXN2B/CSPP1/CDC7/SMC6/SMC4/STIL/ANXA1/RDX/RB1/CDC42/SLF2/RAB11A/MAP3K20/NUSAP1/NPM1/ROCK2/CEP295/NCAPG/KIF23/NCAPH/EZH2/BUB1/CDC6/ADAM17/RRM1/MED1/VPS4B/DDX3X/TPR"
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process",86,0.278113768094313,2.07251755104233,0.000585114690846865,0.0383680566423366,0.036224651489698,1515,"tags=72%, list=49%, signal=38%","POT1/DBF4/BRCC3/NBN/ATAD5/RIF1/SMARCE1/CDK1/DNA2/YEATS4/NEK7/ING3/UBE2B/PRIM2/UCHL5/EPC2/MBTD1/SLF1/TIGAR/ABRAXAS1/DHX36/RAD51AP1/SMCHD1/UBE2V2/HMGB1/MRE11/SIRT1/ATRX/CCDC117/ACTR2/USP1/DSCC1/CDC7/INO80D/MAP2K4/DHX9/SLF2/XRCC5/ATR/CCNA2/WRN/HSP90AA1/SSBP1/BAZ1A/CEBPG/HNRNPD/PHF10/RFC3/PTPRC/SMARCA5/ACTL6A/HNRNPA2B1/BRD7/ATM/PTGES3/TOP2B/UBE2N/MLH1/BRCA1/GNL3/USP9X/PBRM1"
"GO:0051301","BP","GO:0051301","cell division",174,0.206920736515291,1.7942288528549,0.000582041073987594,0.0383680566423366,0.036224651489698,1664,"tags=74%, list=54%, signal=36%","CENPE/REEP3/CCNE2/BRCA2/MIS18BP1/KIF20B/BRCC3/LRRCC1/CDK6/CDK1/USP37/ECT2/SGO2/SYCP2/CKAP2/KNL1/STAG2/MASTL/NUF2/MBIP/MIS12/SKA1/ANAPC4/ORC4/BRIP1/CENPC/NEDD1/HAUS1/CHMP2B/ASPM/SMC5/NDC80/PRPF40A/SMC2/MITD1/LIG4/ARPP19/KIF14/PKN2/USP44/HELLS/EXOC5/SMC3/PPP1CB/HAUS6/TOP2A/ACTR2/LATS1/CCP110/STAG1/PDS5B/CSPP1/ZW10/CDC7/ERCC6L/CENPF/SMC4/CDC27/INTS13/BUB1B/ARL8B/CCNT2/KIF11/SKA2/EML4/RB1/PPP1CC/CDC42/ZWILCH/RAB11A/SGO1/NUSAP1/VRK1/BLM/ROCK2/SKA3/ZNF207/KIF4A/CCNA2/CNTRL/NCAPG/ANLN/RALA/RBBP8/KIF23/CLASP2/CCNT1/WAPL/CD2AP/NCAPH/ACTR3/BUB1/AHCTF1/CEP55/CDC6/TACC1/MAPRE1/VPS4B/ROCK1/TPR/ARF6/TOP1/SETD2/PDS5A/GNL3/MAPRE2/TIAL1/EPB41L2/USP9X/RAD21/ZFYVE26/EPB41/NUP43/CDC123/KNTC1/SENP5/KIF2A/DR1/BIRC6/TPX2/TUBA1A/INCENP/MYC/CIB1/EXOC7/ARF1/CDK4/GNAI2"
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation",49,0.338264977232906,2.06508314494585,0.000647159193706644,0.0419535655483825,0.0396098584014134,1516,"tags=78%, list=49%, signal=40%","GEN1/CENPE/SMARCE1/CDK1/TTK/RIOK2/DLGAP5/KNL1/NUF2/ANAPC4/SMC5/NDC80/SMC2/USP44/ZW10/SMC6/CENPF/SMC4/CDC27/BUB1B/RB1/ZWILCH/MAP3K20/ZNF207/CSNK2A2/NCAPG/PHF10/ACTL6A/NCAPH/BUB1/CDC6/BRD7/ATM/TPR/PUM2/RAD18/PBRM1/RAD21"
"GO:0051383","BP","GO:0051383","kinetochore organization",12,0.614200815326104,2.24840903265971,0.000663009716335463,0.0425229204730228,0.0401474067039322,885,"tags=83%, list=29%, signal=60%","CENPE/DLGAP5/NUF2/MIS12/CENPC/NDC80/SMC2/SUGT1/CENPF/SMC4"
"GO:0018344","BP","GO:0018344","protein geranylgeranylation",4,0.874270900842515,2.02902606795057,0.000667868053986615,0.0425229204730228,0.0401474067039322,392,"tags=100%, list=13%, signal=87%","PGGT1B/RABGGTB/CHML/CHM"
"GO:0015267","MF","GO:0015267","channel activity",44,-0.400678636765651,-2.11177410411555,0.000695880587428699,0.0433441612417729,0.040922769420747,938,"tags=61%, list=30%, signal=43%","SLC1A4/TOMM40/PIEZO1/TPCN1/KCNAB2/KCNQ3/KCNA3/TPCN2/PKD1/CACNA1H/ANO9/SLC12A4/GSDMD/LRRC8A/TTYH3/TMC6/ORAI1/KCNH2/ATP5F1D/KCNJ11/TMEM120A/ANO8/GRID1/CACNA1I/HCN2/KCNJ4/TRPM5"
"GO:0022803","MF","GO:0022803","passive transmembrane transporter activity",44,-0.400678636765651,-2.11177410411555,0.000695880587428699,0.0433441612417729,0.040922769420747,938,"tags=61%, list=30%, signal=43%","SLC1A4/TOMM40/PIEZO1/TPCN1/KCNAB2/KCNQ3/KCNA3/TPCN2/PKD1/CACNA1H/ANO9/SLC12A4/GSDMD/LRRC8A/TTYH3/TMC6/ORAI1/KCNH2/ATP5F1D/KCNJ11/TMEM120A/ANO8/GRID1/CACNA1I/HCN2/KCNJ4/TRPM5"
"GO:0032963","BP","GO:0032963","collagen metabolic process",13,-0.593900980603898,-2.10818539670601,0.000699001338213979,0.0433441612417729,0.040922769420747,522,"tags=62%, list=17%, signal=51%","MRC2/NOTCH1/P3H3/TNXB/CST3/VSIR/SMPD3/MMP25"
"GO:0044839","BP","GO:0044839","cell cycle G2/M phase transition",51,0.336185244153368,2.08297878155274,0.000726557206229189,0.0446644779105202,0.0421693275049174,1516,"tags=80%, list=49%, signal=42%","BRCC3/NABP1/MBTPS2/NBN/ATAD5/CDK6/CDK1/PKIA/MASTL/RAD17/NDC80/RRM2B/ABRAXAS1/ARPP19/KIF14/MRE11/LATS1/CDC7/CENPF/TOPBP1/CHEK1/CLSPN/BARD1/RAB11A/MELK/TAOK1/BLM/NPM1/USP47/CCNA2/RBBP8/BACH1/CDC6/RRM1/VPS4B/ATM/NAE1/UBE2A/BRCA1/DTL/RAD21"
"GO:0045132","BP","GO:0045132","meiotic chromosome segregation",25,0.456075999343838,2.23924822363766,0.000777794430533395,0.0474055733686636,0.0447572935464831,711,"tags=56%, list=23%, signal=43%","CCNE2/C14orf39/TTK/UBE2B/SYCP2/NUF2/BRIP1/CENPC/ASPM/NDC80/SMC2/NDC1/MRE11/ACTR2"
"GO:0005813","CC","GO:0005813","centrosome",188,0.206265070478288,1.83076078774412,0.000788852441930027,0.0476720912152798,0.0450089225565072,1168,"tags=50%, list=38%, signal=33%","IFT80/GEN1/CNTLN/CCNE2/BRCA2/KIF20B/CEP135/CEP162/MZT1/PPP4R2/LRRCC1/FAM161A/TAF1D/TEX9/AK6/PCLAF/CDK6/AUNIP/MDM1/CDK1/HMMR/SASS6/CCDC66/DLGAP5/PCGF5/CKAP2/MASTL/SKA1/NEDD1/HAUS1/CEP44/CCDC88A/CEP78/ASPM/SLF1/KIF3A/CEP97/OLA1/CCDC15/NDC80/IQCB1/CKAP2L/CEP83/POC1B/CEP57/CEP57L1/ORC2/SNX10/SSX2IP/KIF24/UPF3B/PKN2/ODF2L/ITSN2/CEP95/PRKACB/HAUS6/CEP192/UBXN2B/CEP70/CCP110/CEP290/CSPP1/SKP1/AKAP9/MPHOSPH9/FAM184A/KIFAP3/CENPF/STIL/CDC27/CHEK1/TUBE1/CLIC4/CCDC14/USP33/CEP152/CENPU/PPP4R3B/DHX9/CEP170/CDC42/RAB11A/SGO1/KIAA0586/NPM1/ROCK2/RPGR/SKA3/RNF19A/CEP295/WRN/NUDT21/CNTRL"
"GO:0071459","BP","GO:0071459","protein localization to chromosome, centromeric region",11,0.618929880389946,2.20694540918638,0.000815664896090591,0.0484708864501834,0.0457630936438195,1038,"tags=91%, list=34%, signal=61%","MTBP/CDK1/TTK/KNL1/SMC5/ZW10/CHAMP1/BUB1B/RB1/ZWILCH"
"GO:0000075","BP","GO:0000075","cell cycle checkpoint signaling",63,0.303968078772265,2.03044383138877,0.000811089827199445,0.0484708864501834,0.0457630936438195,1561,"tags=78%, list=51%, signal=39%","GEN1/BRCA2/BRCC3/NABP1/MBTPS2/NBN/CDK1/DNA2/TTK/KNL1/NUF2/BRIP1/RAD17/THOC1/NDC80/ABRAXAS1/TIPRL/CDC5L/MRE11/USP44/UFL1/MDM2/ZW10/CENPF/WDR76/TOPBP1/CHEK1/BUB1B/CLSPN/ZWILCH/BARD1/MAP3K20/TAOK1/BLM/ZNF207/ATR/RBBP8/BUB1/ATF2/FEM1B/CDC6/PTPN11/ATM/TPR/NAE1/BRCA1/DTL/DDX39B/KNTC1"
"GO:1905954","BP","GO:1905954","positive regulation of lipid localization",14,-0.596306130968129,-2.1755151194919,0.00082545052280868,0.048636003362888,0.0459189864135143,606,"tags=64%, list=20%, signal=52%","ABCA7/PLIN3/NR1H2/ZDHHC8/LRP1/MIF/ERFE/GPS2/ABCA3"
"GO:0003697","MF","GO:0003697","single-stranded DNA binding",41,0.362031725691466,2.10950338667098,0.000832084197205489,0.048636003362888,0.0459189864135143,1520,"tags=80%, list=49%, signal=41%","TSNAX/POT1/BRCA2/NABP1/RNF138/SUB1/RECQL/SMC5/MMS22L/SMC2/DHX36/RAD51AP1/HMGB1/NUCKS1/SMC6/SMC4/FUBP1/TDP2/NEIL3/DHX9/BLM/SSBP2/TDP1/SSBP1/RBMS1/MCM8/HNRNPA2B1/LRPPRC/MLH1/TOP1/PURB/RAD18/FAM111A"
